============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  K(15.2 GeV) ==> Tarcza(  11 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5241 19 .1519239E+11   1100009E-01  .1635E+02 -.1483E+02   .9999999  .0001992 -.0001768
T 5242 19 .1519419E+11   1100017E-01  .5137E+01  .6504E+01   .9999999  .0000295  .0002557
T 5243 19 .1519225E+11   1100016E-01 -.2391E+01 -.1320E+02   .9999999 -.0000666 -.0001018
T 5244 19 .1519384E+11   1100022E-01  .9324E+01 -.5445E+01   .9999999  .0001612 -.0001290
T 5245 19 .1519267E+11   1100016E-01 -.1579E+01 -.2682E+01   .9999999 -.0001320 -.0000585
T 5246 19 .1519122E+11   1100011E-01  .8038E+01 -.1377E+02   .9999999 -.0000022 -.0002942
T 5247 19 .1519307E+11   1100008E-01 -.7854E+01  .6922E+00   .9999999 -.0002463  .0000380
T 5248 19 .1519219E+11   1100021E-01  .1360E+02  .1354E+01   .9999999  .0001937  .0001017
T 5249 19 .1519336E+11   1100008E-01  .1298E+01 -.7462E+01   .9999999  .0000558 -.0001662
T 5250 19 .1519282E+11   1100013E-01  .8531E+01 -.7673E+01   .9999999  .0001386 -.0000542
T 5251 19 .1519277E+11   1100021E-01  .3308E+01  .1254E+02   .9999999  .0000121  .0002951
T 5252 19 .1519303E+11   1100000E-01 -.8268E+01 -.1228E+02   .9999999 -.0001573 -.0002470
T 5253 19 .1519299E+11   1100011E-01  .2071E+02  .4610E+01   .9999999  .0001640  .0000758
T 5254 19 .1519171E+11   1100014E-01  .1632E+01 -.7088E-01   .9999999  .0001765  .0001495
T 5255 19 .1519272E+11   1100000E-01 -.1836E+02 -.3376E+01   .9999999 -.0003549 -.0000076
T 5256 19 .1519378E+11   1100021E-01  .1091E+02  .4371E+01   .9999999  .0001661  .0000114
T 5257 19 .1519324E+11   1100013E-01  .1619E+02  .1097E+02   .9999999  .0001420  .0001874
T 5258 19 .1519306E+11   1100022E-01 -.1131E+02  .1363E+02   .9999999 -.0001182  .0003815
T 5259 19 .1519159E+11   1100014E-01 -.4423E+02  .8177E+02   .9999995 -.0004065  .0008872
T 5260 19 .1519300E+11   1100020E-01  .2265E+01  .9772E+00   .9999999 -.0000213 -.0000882
T 5261 19 .1519146E+11   1100013E-01  .9804E+01 -.1250E+02   .9999999  .0001813 -.0001803
T 5262 19 .1519190E+11   1100015E-01 -.1661E+02 -.1152E+02   .9999999 -.0001339 -.0000448
T 5263 19 .1519319E+11   1100019E-01 -.7153E+01  .2250E+01   .9999999 -.0002034  .0001068
T 5264 19 .1519193E+11   1100000E-01  .3783E+01  .3700E+01   .9999999  .0000864  .0000604
T 5265 19 .1519257E+11   1100001E-01 -.7293E+01  .2949E+01   .9999999 -.0000009 -.0001504
T 5266 19 .1519094E+11   1100011E-01 -.2589E+01 -.8059E+00   .9999999 -.0001094  .0000927
T 5267 19 .1519391E+11   1100003E-01 -.3546E+01  .2323E+01   .9999999 -.0002821 -.0000491
T 5268 19 .1519092E+11   1100015E-01  .2555E+01  .3051E+01   .9999999  .0000847  .0000966
T 5269 19 .1519248E+11   1100010E-01 -.2768E+01  .1193E+01   .9999999 -.0000459  .0000113
T 5270 19 .1519191E+11   1100006E-01 -.1130E+02  .9691E+01   .9999999 -.0003173  .0002146
T 5271 19 .1519321E+11   1100008E-01  .3027E+01 -.1576E+02   .9999999  .0001762  .0001847
T 5272 19 .1519322E+11   1100016E-01 -.1600E+00  .4395E+00   .9999999  .0001300  .0000917
T 5273 19 .1519305E+11   1100007E-01 -.1007E+02  .5099E+01   .9999999 -.0000703 -.0000214
T 5274 19 .1519349E+11   1100018E-01  .1118E+02  .5854E+01   .9999999  .0001686  .0000700
T 5275 19 .1519097E+11   1100019E-01 -.8333E+00  .1543E+00   .9999999 -.0002235  .0001427
T 5276 19 .1519296E+11   1100004E-01  .9720E+00 -.5971E+01   .9999999 -.0000044 -.0001469
T 5277 19 .1519203E+11   1100014E-01  .6060E+00 -.6494E+01   .9999999  .0000865 -.0002927
T 5278 19 .1519244E+11   1100015E-01 -.4694E+01 -.1070E+02   .9999999 -.0000752 -.0001759
T 5279 19 .1519104E+11   1100018E-01  .1012E+01 -.8158E+01   .9999999 -.0000665 -.0000922
T 5280 19 .1519309E+11   1100001E-01 -.1125E+01  .2934E+02   .9999997 -.0002444  .0006872
T 5281 19 .1519224E+11   1100010E-01 -.4708E+01 -.7167E+01   .9999999 -.0000829 -.0000453
T 5282 19 .1519179E+11   1100008E-01 -.2060E+01 -.7135E+01   .9999999 -.0000961 -.0001183
T 5283 19 .1519233E+11   1100022E-01 -.3419E+01  .4960E+01   .9999999 -.0001464 -.0000123
T 5284 19 .1519204E+11   1100009E-01  .5135E+00  .1265E+02   .9999999 -.0000359  .0001143
T 5285 19 .1519321E+11   1100023E-01  .1137E+02  .1029E+02   .9999999  .0001522  .0002077
T 5286 19 .1519291E+11   1100015E-01 -.2668E+02 -.6002E+02   .9999998 -.0003241 -.0005840
T 5287 19 .1519269E+11   1100004E-01 -.6030E+01 -.8021E+01   .9999999 -.0002316 -.0002833
T 5288 19 .1519307E+11   1100011E-01  .7187E+00  .3139E+01   .9999999 -.0000776 -.0000669
T 5289 19 .1519164E+11   1100002E-01  .2675E+01 -.8454E+00   .9999999  .0000366  .0000535
T 5290 19 .1519157E+11   1100002E-01  .1020E+01  .3050E+01   .9999999  .0001370  .0000826
T 5291 19 .1519307E+11   1100022E-01  .8805E+02 -.9787E+02   .9999981  .0013184 -.0014592
T 5292 19 .1519208E+11   1100021E-01 -.2003E+02  .4599E+00   .9999999 -.0002348 -.0000552
T 5293 19 .1519099E+11   1100021E-01 -.8863E+01 -.3911E+01   .9999999  .0000064 -.0000090
T 5294 19 .1519170E+11   1100018E-01  .6356E+01  .1873E+02   .9999999  .0000559  .0001759
T 5295 19 .1519381E+11   1100007E-01  .1884E+02  .1987E+00   .9999999  .0002819  .0000070
T 5296 19 .1519242E+11   1100019E-01  .7733E+01  .7491E+01   .9999999  .0000945  .0001032
T 5297 19 .1519342E+11   1100018E-01  .8667E+01 -.1162E+02   .9999999  .0000546 -.0003201
T 5298 19 .1519384E+11   1100004E-01  .1161E+02 -.7271E+01   .9999999  .0001268 -.0001817
T 5299 19 .1519298E+11   1100003E-01  .4804E+01 -.7991E+01   .9999999  .0000039 -.0000246
T 5300 19 .1519419E+11   1100021E-01  .1407E+01 -.2714E+01   .9999999  .0000927  .0001017
T 5301 19 .1519286E+11   1100000E-01  .2799E+01 -.4653E+01   .9999999  .0000430  .0000759
T 5302 19 .1519252E+11   1100020E-01 -.3691E+00 -.7832E+01   .9999999  .0000115 -.0000343
T 5303 19 .1519205E+11   1100020E-01  .7180E+00  .1802E+02   .9999999  .0000534  .0002617
T 5304 19 .1519208E+11   1100006E-01  .3778E+01  .5755E+01   .9999999  .0000517  .0000601
T 5305 19 .1519396E+11   1100019E-01  .1384E+02 -.2013E+01   .9999999  .0002569  .0000150
T 5306 19 .1519416E+11   1100019E-01 -.1103E+01 -.8546E+01   .9999999  .0000069 -.0000808
T 5307 19 .1519258E+11   1100011E-01 -.6206E+01  .7144E+01   .9999999 -.0001078  .0001287
T 5308 19 .1519361E+11   1100003E-01 -.4398E+01 -.7292E+01   .9999999 -.0000619  .0000601
T 5309 19 .1519313E+11   1100020E-01  .2538E+02 -.3975E+01   .9999999  .0002857 -.0001332
T 5310 19 .1519415E+11   1100021E-01  .6592E+00  .2585E+01   .9999999 -.0000092  .0000167
T 5311 19 .1519288E+11   1100020E-01  .3159E+01  .2977E+01   .9999999  .0000012 -.0000036
T 5312 19 .1519270E+11   1100013E-01  .4723E+01 -.1146E+02   .9999999  .0002197 -.0002399
T 5313 19 .1519394E+11   1100011E-01 -.1319E+02  .1087E+02   .9999999 -.0002347  .0001829
T 5314 19 .1519191E+11   1100021E-01  .5513E+01  .9190E-01   .9999999  .0000965  .0000207
T 5315 19 .1519286E+11   1100011E-01 -.9397E+01  .3852E+01   .9999999 -.0001910 -.0000400
T 5316 19 .1519393E+11   1100006E-01  .3022E+02 -.1354E+02   .9999998  .0005870 -.0002281
T 5317 19 .1519336E+11   1100019E-01 -.2941E+01  .4021E+01   .9999999 -.0000949  .0000747
T 5318 19 .1519203E+11   1100012E-01 -.2804E+02 -.1480E+02   .9999999 -.0003766 -.0003065
T 5319 19 .1519319E+11   1100022E-01 -.3900E+01  .1742E+02   .9999999 -.0000529  .0002210
T 5320 19 .1519407E+11   1100003E-01  .3663E+01 -.2181E+00   .9999999  .0002068  .0000629
T 5321 19 .1519208E+11   1100022E-01  .5795E+01 -.2249E+02   .9999999  .0001196 -.0003215
T 5322 19 .1519165E+11   1100011E-01  .5154E+00 -.4772E+01   .9999999 -.0000103 -.0000721
T 5323 19 .1519240E+11   1100020E-01 -.1099E+02 -.2436E+01   .9999999 -.0002740 -.0000076
T 5324 19 .1519223E+11   1100001E-01  .8663E+01 -.4466E+01   .9999999  .0001329 -.0000457
T 5325 19 .1519353E+11   1100017E-01 -.1194E+02  .7717E+01   .9999999 -.0001305  .0001973
T 5326 19 .1519370E+11   1100007E-01  .2698E+01  .9667E-01   .9999999 -.0001070  .0000477
T 5327 19 .1519185E+11   1100011E-01  .1095E+02 -.5095E+01   .9999999  .0001174  .0000195
T 5328 19 .1519181E+11   1100012E-01  .7090E+01  .9852E+01   .9999999  .0000570  .0001312
T 5329 19 .1519303E+11   1100000E-01  .2280E+00  .3527E+00   .9999999  .0000168 -.0000845
T 5330 19 .1519281E+11   1100004E-01  .8901E+01 -.4958E+01   .9999999  .0001783 -.0000702
T 5331 19 .1519385E+11   1100021E-01 -.1976E+01  .2797E+01   .9999999 -.0001267 -.0000241
T 5332 19 .1519107E+11   1100021E-01  .1876E+02 -.2068E+02   .9999999  .0001567 -.0001792
T 5333 19 .1519169E+11   1100020E-01  .1476E+01  .5841E+01   .9999999 -.0001100  .0000889
T 5334 19 .1519081E+11   1100018E-01  .1381E+02 -.5191E+01   .9999999  .0003056  .0000277
T 5335 19 .1519193E+11   1100002E-01  .6410E+01  .4969E+01   .9999999  .0000939  .0000863
T 5336 19 .1519332E+11   1100004E-01  .1080E+02 -.3853E+01   .9999999  .0001370  .0000075
T 5337 19 .1519278E+11   1100008E-01  .2202E+01  .8663E+01   .9999999 -.0000228  .0000437
T 5338 19 .1519193E+11   1100004E-01 -.2941E+01 -.1611E+01   .9999999 -.0000230 -.0001205
T 5339 19 .1519410E+11   1100014E-01 -.6923E+01  .3022E+01   .9999999 -.0000764  .0000668
T 5340 19 .1519311E+11   1100015E-01  .8830E+01  .8555E+00   .9999999  .0001569  .0001354
T 5341 19 .1519246E+11   1100010E-01 -.8528E+01  .9071E+00   .9999999 -.0000801  .0000030
T 5342 19 .1519276E+11   1100002E-01  .7917E+01 -.2843E+02   .9999999  .0000054 -.0004515
T 5343 19 .1519233E+11   1100007E-01  .2243E+01  .4619E+01   .9999999  .0000714  .0000595
T 5344 19 .1519183E+11   1100022E-01 -.2870E+00  .1086E+02   .9999999  .0000580  .0002092
T 5345 19 .1519309E+11   1100017E-01 -.2328E+01  .2045E+01   .9999999 -.0000518  .0000198
T 5346 19 .1519390E+11   1100010E-01 -.5464E+00  .9130E+01   .9999999 -.0000573  .0001219
T 5347 19 .1519238E+11   1100023E-01 -.1074E+02 -.7690E+01   .9999999 -.0001823 -.0002569
T 5348 19 .1519305E+11   1100018E-01  .3620E+01 -.1039E+02   .9999999 -.0000089 -.0002207
T 5349 19 .1519259E+11   1100012E-01  .5480E+01  .5651E+01   .9999999  .0000404 -.0000101
T 5350 19 .1519360E+11   1100015E-01  .7033E+01 -.1596E+01   .9999999  .0001069  .0000420
T 5351 19 .1519246E+11   1100010E-01  .6884E+01 -.1288E+01   .9999999  .0001179 -.0001169
T 5352 19 .1519074E+11   1100007E-01 -.1098E+02 -.5470E+01   .9999999 -.0002115  .0000441
T 5353 19 .1519380E+11   1100016E-01 -.8475E+01 -.9579E+01   .9999999 -.0001389 -.0001111
T 5354 19 .1519213E+11   1100011E-01  .4531E+01  .4739E+01   .9999999  .0003538 -.0001708
T 5355 19 .1519055E+11   1100005E-01 -.2955E+01  .6471E+01   .9999999  .0001421 -.0000029
T 5356 19 .1519117E+11   1100004E-01 -.6417E+01  .5510E+01   .9999999 -.0000578  .0002045
T 5357 19 .1519384E+11   1100020E-01 -.4849E+01  .7963E+01   .9999999 -.0001117  .0001132
T 5358 19 .1519412E+11   1100002E-01 -.4878E+01 -.9519E+01   .9999999 -.0000702 -.0001216
T 5359 19 .1519214E+11   1100008E-01  .6996E+01  .3334E+01   .9999999  .0001344  .0000192
T 5360 19 .1519191E+11   1100002E-01  .1404E+02  .1297E+02   .9999999  .0001533  .0001289
T 5361 19 .1519183E+11   1100006E-01  .1400E+01 -.5940E+01   .9999999  .0000364 -.0001425
T 5362 19 .1519356E+11   1100006E-01  .3715E+01 -.1613E+02   .9999999  .0000356 -.0001747
T 5363 19 .1519342E+11   1100014E-01  .7551E+01  .3100E+01   .9999999  .0001029  .0000965
T 5364 19 .1519239E+11   1100009E-01 -.5357E+01 -.1069E+02   .9999999 -.0001649 -.0000114
T 5365 19 .1519325E+11   1100009E-01  .8502E+01  .7254E+01   .9999999  .0001891  .0001456
T 5366 19 .1519266E+11   1100000E-01 -.3618E+01 -.1121E+02   .9999999 -.0000788 -.0002131
T 5367 19 .1519286E+11   1100004E-01  .5685E+00  .8118E+01   .9999995  .0009129 -.0003177
T 5368 19 .1519235E+11   1100001E-01 -.4250E+01  .1482E+02   .9999999 -.0000632  .0002815
T 5369 19 .1519299E+11   1100009E-01 -.1730E+02  .9161E+00   .9999999 -.0002628 -.0000312
T 5370 19 .1519273E+11   1100022E-01 -.4887E+01  .4692E+01   .9999999 -.0000032  .0001547
T 5371 19 .1519267E+11   1100010E-01  .1270E+02 -.7593E+01   .9999999  .0002116 -.0000939
T 5372 19 .1519274E+11   1100021E-01  .1263E+01  .2959E+01   .9999999  .0000209  .0000649
T 5373 19 .1519280E+11   1100020E-01 -.8009E+00 -.1640E+01   .9999999 -.0000894 -.0000406
T 5374 19 .1519250E+11   1100020E-01 -.2412E+02  .1919E+02   .9999999 -.0004515  .0002260
T 5375 19 .1519389E+11   1100014E-01  .2437E+01  .1788E+01   .9999999  .0000298  .0000639
T 5376 19 .1519276E+11   1100012E-01  .1172E+02  .1487E+02   .9999996  .0002739  .0008202
T 5377 19 .1519304E+11   1100019E-01 -.4552E+00 -.3398E+01   .9999999 -.0000184  .0000445
T 5378 19 .1519289E+11   1100020E-01 -.5219E+01 -.4908E+01   .9999999 -.0001425 -.0002148
T 5379 19 .1519173E+11   1100006E-01  .1246E+02  .2130E+01   .9999999  .0001513 -.0000634
T 5380 19 .1519207E+11   1100017E-01 -.7571E+01  .1102E+01   .9999999 -.0000735  .0001696
T 5381 19 .1519341E+11   1100005E-01 -.1950E+02  .1386E+02   .9999999 -.0001810  .0002218
T 5382 19 .1519229E+11   1100008E-01  .9372E+01  .6308E+01   .9999999  .0002846  .0002199
T 5383 19 .1519190E+11   1100011E-01  .3993E+01 -.6227E+00   .9999999  .0000699 -.0000023
T 5384 19 .1519422E+11   1100009E-01  .1122E+02 -.7461E+00   .9999999  .0001239  .0001066
T 5385 19 .1519352E+11   1100020E-01 -.3914E+01 -.5147E+01   .9999999  .0000028 -.0000742
T 5386 19 .1519228E+11   1100021E-01 -.1422E+01  .6228E+00   .9999999  .0000732  .0000982
T 5387 19 .1519342E+11   1100016E-01 -.6422E+00 -.1706E+01   .9999999 -.0000092  .0000033
T 5388 19 .1519243E+11   1100001E-01  .7001E+01  .7288E+01   .9999999  .0001698  .0001129
T 5389 19 .1519377E+11   1100015E-01  .8590E+01 -.5381E+00   .9999999  .0002172 -.0000074
T 5390 19 .1519039E+11   1100000E-01  .4726E+01  .1692E+02   .9999999  .0000576  .0001647
T 5391 19 .1519374E+11   1100000E-01  .8678E+01 -.7882E+01   .9999999  .0001334  .0000154
T 5392 19 .1519346E+11   1100000E-01  .6330E+01  .6831E+01   .9999999  .0001941  .0000630
T 5393 19 .1519297E+11   1100018E-01  .9756E+01 -.1487E+02   .9999999  .0000899 -.0001772
T 5394 19 .1519227E+11   1100017E-01  .4968E+01 -.3079E+00   .9999999  .0001315 -.0000080
T 5395 19 .1519290E+11   1100001E-01 -.6842E+01 -.9922E+01   .9999999  .0000421 -.0000866
T 5396 19 .1519313E+11   1100010E-01  .2715E+01 -.4459E+01   .9999999 -.0000571 -.0001076
T 5397 19 .1519267E+11   1100020E-01  .4845E+01  .2282E+01   .9999999 -.0000208  .0000417
T 5398 19 .1519370E+11   1100001E-01  .3130E+00 -.7893E+01   .9999999  .0000040 -.0001366
T 5399 19 .1519230E+11   1100004E-01  .2160E+01  .9373E+01   .9999999  .0000681  .0001277
T 5400 19 .1519355E+11   1100015E-01 -.3608E+01 -.1206E+02   .9999999 -.0000012 -.0001308
T 5401 19 .1519361E+11   1100017E-01 -.5389E+01  .9725E+01   .9999999 -.0001295  .0001159
T 5402 19 .1519286E+11   1100020E-01  .8536E+01  .6927E+01   .9999999  .0003155  .0000117
T 5403 19 .1519167E+11   1100010E-01 -.1198E+01  .4465E+01   .9999999 -.0000564  .0000220
T 5404 19 .1519254E+11   1100004E-01  .1232E+02  .1254E+02   .9999999  .0000894  .0003421
T 5405 19 .1519290E+11   1100003E-01  .2486E+01  .1175E+01   .9999999  .0000390 -.0000323
T 5406 19 .1519253E+11   1100020E-01 -.1192E+02 -.2033E+01   .9999999 -.0000834 -.0000695
T 5407 19 .1519247E+11   1100019E-01  .1716E+02 -.5014E+01   .9999999  .0002635 -.0001271
T 5408 19 .1519313E+11   1100010E-01  .1990E+01  .5053E+01   .9999999  .0000879  .0001364
T 5409 19 .1519304E+11   1100016E-01  .6744E+01  .2592E+00   .9999999  .0001766  .0000671
T 5410 19 .1519242E+11   1100006E-01 -.8852E+00  .1240E+02   .9999999  .0000973  .0000419
T 5411 19 .1519236E+11   1100019E-01 -.8849E+01  .6755E+01   .9999999 -.0002492  .0001534
T 5412 19 .1519204E+11   1100005E-01 -.1564E+01 -.2041E+00   .9999999  .0000305  .0001218
T 5413 19 .1519210E+11   1100010E-01 -.4950E+01  .1992E+02   .9999999 -.0000462  .0003047
T 5414 19 .1519256E+11   1100004E-01  .1199E+02 -.1287E+02   .9999999  .0000460 -.0001751
T 5415 19 .1519128E+11   1100013E-01 -.5196E+01 -.7441E+01   .9999999 -.0000553 -.0001697
T 5416 19 .1519268E+11   1100005E-01 -.6253E+01 -.1370E+01   .9999999 -.0001336  .0000684
T 5417 19 .1519123E+11   1100002E-01  .8744E+01 -.1362E+02   .9999999  .0001375 -.0001903
T 5418 19 .1519247E+11   1100016E-01  .7361E+01  .1715E+01   .9999999  .0002119 -.0000623
T 5419 19 .1519293E+11   1100003E-01 -.1053E+02  .2515E+01   .9999999 -.0001247  .0000161
T 5420 19 .1519218E+11   1100022E-01 -.9499E+01  .2547E+00   .9999999 -.0001977  .0004131
T 5421 19 .1519246E+11   1100016E-01  .1317E+02  .1118E+02   .9999999  .0002516  .0002914
T 5422 19 .1519258E+11   1100001E-01  .6543E+01  .1738E+00   .9999999  .0000747 -.0000222
T 5423 19 .1519094E+11   1100021E-01  .1118E+02 -.6561E+01   .9999999  .0001545  .0000267
T 5424 19 .1519400E+11   1100010E-01  .2161E+00  .1815E+01   .9999999  .0000226 -.0000546
T 5425 19 .1519228E+11   1100020E-01  .3967E+01 -.1834E+02   .9999999 -.0000214 -.0002766
T 5426 19 .1519267E+11   1100017E-01 -.9929E+01 -.9014E+00   .9999999 -.0001277 -.0000234
T 5427 19 .1519303E+11   1100007E-01  .8610E+01  .2468E+01   .9999999  .0002562  .0003302
T 5428 19 .1519289E+11   1100001E-01  .2381E+01 -.6065E+01   .9999999  .0001108 -.0000138
T 5429 19 .1519213E+11   1100017E-01  .2343E+01  .3470E+02   .9999998 -.0000722  .0005801
T 5430 19 .1519224E+11   1100019E-01  .1709E+02 -.1027E+02   .9999999  .0002579 -.0002526
T 5431 19 .1519321E+11   1100010E-01 -.6404E+01 -.2909E+01   .9999999 -.0002000  .0000380
T 5432 19 .1519265E+11   1100003E-01 -.3691E+01 -.8090E+00   .9999999 -.0001209  .0000799
T 5433 19 .1519317E+11   1100020E-01 -.1335E+02  .1494E+02   .9999999  .0000099  .0002269
T 5434 19 .1519116E+11   1100009E-01  .2054E+02  .4616E+01   .9999999  .0002940  .0000234
T 5435 19 .1519252E+11   1100021E-01  .7229E+01 -.1926E+01   .9999999  .0001019 -.0001661
T 5436 19 .1519326E+11   1100000E-01 -.3560E+01 -.3887E+01   .9999999 -.0001217  .0000073
T 5437 19 .1519221E+11   1100010E-01 -.3745E+00  .5714E+01   .9999999  .0000092  .0000940
T 5438 19 .1519223E+11   1100020E-01  .8196E+01 -.2501E+01   .9999999  .0000296 -.0001824
T 5439 19 .1519290E+11   1100012E-01 -.1183E+02  .7978E+01   .9999999 -.0003888  .0001342
T 5440 19 .1519162E+11   1100020E-01 -.1127E+02 -.1664E+02   .9999999 -.0000161 -.0002302
T 5441 19 .1519273E+11   1100015E-01  .2790E+01 -.1389E+01   .9999999  .0000543  .0000315
T 5442 19 .1519240E+11   1100020E-01 -.2047E+01 -.2418E+01   .9999999 -.0000537 -.0000165
T 5443 19 .1519263E+11   1100019E-01  .2636E+01 -.5979E+01   .9999999 -.0000445 -.0000227
T 5444 19 .1519364E+11   1100004E-01  .1697E+02 -.2264E+02   .9999999  .0003298 -.0003160
T 5445 19 .1519243E+11   1100022E-01  .1639E+02 -.2886E+01   .9999999  .0003685  .0000966
T 5446 19 .1519265E+11   1100015E-01 -.2570E+01  .1183E+02   .9999999 -.0001194  .0001392
T 5447 19 .1519236E+11   1100000E-01  .3656E+01 -.1608E+01   .9999999  .0000785  .0000076
T 5448 19 .1519243E+11   1100017E-01  .1836E+02 -.6677E+01   .9999999  .0003265 -.0000419
T 5449 19 .1519288E+11   1100008E-01  .9327E+01 -.6993E+01   .9999999  .0000441  .0000450
T 5450 19 .1519148E+11   1100006E-01  .3435E+01  .1282E+02   .9999999  .0000128  .0001370
T 5451 19 .1519324E+11   1100022E-01 -.9455E+01  .8948E+01   .9999999 -.0002525  .0002738
T 5452 19 .1519284E+11   1100008E-01  .5671E+01  .4910E+01   .9999999  .0000296  .0001860
T 5453 19 .1519239E+11   1100007E-01 -.1743E+01  .1821E+01   .9999999 -.0000259  .0000819
T 5454 19 .1519313E+11   1100020E-01  .1820E+02  .1323E+02   .9999999  .0003256  .0000389
T 5455 19 .1519255E+11   1100023E-01  .6266E+01 -.1739E+02   .9999999  .0000566 -.0002566
T 5456 19 .1519254E+11   1100018E-01  .2836E+01 -.9877E+01   .9999999  .0000542 -.0000733
T 5457 19 .1519291E+11   1100002E-01  .3373E+01 -.9920E+01   .9999999  .0000108 -.0001170
T 5458 19 .1519084E+11   1100018E-01  .7644E+01  .4034E+01   .9999999  .0000598  .0000621
T 5459 19 .1519263E+11   1100022E-01 -.2080E+01  .6754E+00   .9999999 -.0001687 -.0001048
T 5460 19 .1519316E+11   1100015E-01  .1487E+02  .1515E+01   .9999999  .0001691 -.0000222
T 5461 19 .1519342E+11   1100012E-01  .1747E+02 -.2755E+01   .9999999  .0003445  .0000175
T 5462 19 .1519271E+11   1100017E-01  .2193E+02  .5417E+01   .9999999  .0003557  .0001678
T 5463 19 .1519146E+11   1100009E-01  .2245E+01 -.6003E+01   .9999999  .0000043 -.0001723
T 5464 19 .1519255E+11   1100013E-01  .9632E+01  .7282E+01   .9999999  .0001319  .0001340
T 5465 19 .1519264E+11   1100018E-01 -.1588E+01 -.7889E-01   .9999999 -.0000871 -.0000471
T 5466 19 .1519297E+11   1100017E-01  .8774E+01 -.3325E+01   .9999999  .0001778 -.0000192
T 5467 19 .1519166E+11   1100017E-01  .1228E+01  .7954E+01   .9999999  .0000612  .0001101
T 5468 19 .1519192E+11   1100020E-01  .3231E+01 -.8424E+00   .9999999 -.0000758 -.0001924
T 5469 19 .1519205E+11   1100022E-01  .9007E+01 -.4670E+01   .9999999  .0001245 -.0000631
T 5470 19 .1519372E+11   1100016E-01 -.3587E+01  .1675E+01   .9999999 -.0000904  .0001131
T 5471 19 .1519169E+11   1100005E-01 -.6795E+01  .9516E+01   .9999999  .0000864  .0001713
T 5472 19 .1519172E+11   1100020E-01 -.1720E+02  .3187E+02   .9999998 -.0003678  .0005772
T 5473 19 .1519239E+11   1100022E-01 -.5318E+00  .7056E+01   .9999999  .0000000  .0000951
T 5474 19 .1519180E+11   1100009E-01  .1609E+02 -.9656E+01   .9999999  .0002640 -.0001260
T 5475 19 .1519250E+11   1100010E-01 -.3484E+01 -.7238E+01   .9999999 -.0000054 -.0001734
T 5476 19 .1519256E+11   1100018E-01 -.5677E+01 -.1815E+02   .9999999  .0000052 -.0003461
T 5477 19 .1519293E+11   1100013E-01  .1790E+02 -.9807E+01   .9999999  .0001962 -.0001766
T 5478 19 .1519428E+11   1100014E-01 -.1312E+02  .1170E+02   .9999999 -.0002086  .0001275
T 5479 19 .1519241E+11   1100013E-01  .7475E+00 -.1523E+01   .9999999 -.0001008 -.0000240
T 5480 19 .1519361E+11   1100003E-01  .1455E+02  .5761E+01   .9999999  .0002033  .0000049
T 5481 19 .1519191E+11   1100019E-01 -.2370E+01  .7331E+01   .9999999  .0001717  .0000633
T 5482 19 .1519239E+11   1100020E-01 -.1048E+02  .8253E+01   .9999999 -.0000680  .0002071
T 5483 19 .1519260E+11   1100020E-01  .1094E+02 -.1077E+01   .9999999  .0001767  .0000044
T 5484 19 .1519201E+11   1100019E-01  .1490E+02 -.4568E+01   .9999999  .0001490 -.0001432
